,price,total_square,rooms,floor,distance_to_center
0,63000000,137,3,6,2.995620531342759
1,3250000,16,1,1,29.3375854705917
2,16004680,76,3,6,20.974610791477886
3,7841776,24,1,10,21.128047370872725
4,120000000,126,3,16,10.07935417124405
5,13300000,74,3,14,24.849715868894346
6,9500000,65,2,3,24.80868241907651
7,15000000,87,3,11,26.93290909731231
8,7135671,35,2,11,22.482892610661025
9,31500000,68,2,4,7.585774055276078
10,20700000,74,3,14,15.071453194734026
11,13442826,51,2,21,6.623861189581207
12,14000000,53,2,14,22.85399429687883
13,7200000,34,1,16,22.670047649090698
14,11800000,50,1,12,16.876627514681317
15,7550000,42,1,8,21.054464220244714
16,111264064,107,2,2,2.1509833791445194
17,65000000,97,2,4,8.241441375184843
18,37569823,140,4,12,22.654612425164274
19,9700000,36,1,11,15.277334223803159
20,11500000,42,1,10,19.95522161781374
21,8800000,52,2,3,24.781665224481973
22,20640000,37,1,17,7.585774055276078
23,27500000,114,3,6,15.359346610484057
24,11500000,45,2,2,15.446044031677427
25,18900000,59,3,3,14.501762300546442
26,170663394,154,3,16,2.654139786203332
27,15700000,92,3,4,21.405755419289207
28,23123514,66,2,19,5.270756732748516
29,12500000,75,3,7,25.748831981794474
30,11218713,39,1,24,19.1632221502254
31,15000000,52,2,5,9.625736029215378
32,65000000,142,5,3,7.314078950824096
33,7026534,20,1,3,8.226950114961134
34,11300000,37,2,8,10.496816434563724
35,10260000,54,2,2,27.965620169622053
36,19362780,62,2,20,5.811455882274713
37,25856480,64,2,19,5.113255089717358
38,50000000,120,3,24,10.814027594174052
39,12925115,35,1,7,11.692509594198537
40,6600000,39,1,12,22.34636428765645
41,7199603,20,1,24,8.226950114961134
42,13550000,63,3,4,15.176615644843725
43,22050000,46,2,5,7.585774055276078
44,10200000,34,1,8,22.653301646391434
45,8300000,38,1,8,16.609197359231857
46,13500000,68,3,3,13.997535176618847
47,12212640,55,2,21,23.563340660550637
48,14400000,86,3,12,31.80904328849303
49,24105540,47,1,2,9.812438443836305
50,18300000,73,3,5,13.171456993730716
51,14675000,81,3,19,18.82338224577527
52,30142700,40,1,9,2.746308106337452
53,8600000,31,1,9,21.18498767182911
54,10788015,34,1,13,13.249966976188151
55,46850000,70,2,19,9.689648538623997
56,8900000,34,1,2,20.533881467728197
57,14500000,89,3,1,26.20501522031679
58,17900000,105,3,2,17.631181761972492
59,15700000,66,3,9,8.397461064544881
60,19260000,38,1,11,7.585774055276078
61,15500000,32,1,11,2.5804504378055952
62,16500000,68,3,4,8.22969601594964
63,198915500,162,4,13,6.601109733819758
64,28500000,67,2,8,4.960729881135141
65,14523000,44,1,3,10.692373625116344
66,68931120,57,1,2,1.657443793685977
67,6400000,29,1,2,16.757751119625905
68,14139310,73,3,16,16.941934857410857
69,18192360,45,2,20,10.927793783014152
70,9700000,38,1,14,23.872580279776873
71,6600000,34,1,10,23.127319132828028
72,17500000,55,2,12,15.037979986365434
73,6650384,54,2,19,23.047884073195434
74,73000000,129,3,8,6.372148730801347
75,10900000,33,1,6,15.881598456854853
76,35000000,100,4,2,9.444125776338002
77,10569641,25,1,30,10.965262342728414
78,125000000,160,4,2,2.2054480640931904
79,17097300,82,4,7,21.058957935821685
80,10307606,25,1,14,10.965262342728414
81,59000000,118,4,2,2.9810391062164445
82,33200000,81,3,4,7.0424122252267205
83,12490000,40,3,2,9.326063745625609
84,27487880,102,3,32,15.25542703370679
85,10200000,35,1,5,18.83289546648304
86,8199999,43,2,5,17.898082471089335
87,15000000,40,1,9,12.165892395528676
88,30904483,58,2,7,3.3745231122214925
89,15000000,87,3,2,17.685639695438855
90,13000000,40,1,18,13.724034550993911
91,9400000,50,2,6,18.25111151475028
92,38700000,97,3,29,7.5733160308866205
93,34200000,75,3,12,3.8364939147762853
94,14054274,44,2,15,6.446347376933833
95,126986160,181,4,34,7.919987724897881
96,7500000,38,1,24,25.612671844970357
97,4499000,28,1,9,30.93504391149047
98,65718900,159,3,23,11.19221665583734
99,59725032,107,4,7,7.340130457227921
100,41020512,71,2,8,5.1495854213403
101,7000000,39,1,10,19.421770187665672
102,13300000,68,2,2,15.14473650503285
103,12800000,50,2,7,14.618187881340706
104,8999900,45,1,19,17.26861388556309
105,13430348,59,2,6,25.927801713266398
106,5200000,19,1,5,23.88160783833607
107,33000000,101,4,9,10.859923865450487
108,5487560,31,1,14,23.047884073195434
109,99000000,144,4,21,7.919987724897881
110,64900000,120,3,3,8.257976711213189
111,73000000,104,3,16,9.689648538623997
112,13817440,40,2,3,11.102183345590383
113,13600000,85,3,12,20.001272859168427
114,23000000,104,3,7,16.0938769562446
115,14093644,54,2,6,21.023299833495376
116,11800000,37,1,14,4.728719953483254
117,50000000,84,3,2,3.9844867640465687
118,30818150,69,2,12,10.894969963221156
119,15000000,45,1,2,5.438272280434542
120,10050000,44,2,1,13.93875071485029
121,43900000,130,3,16,3.290177102802649
122,13200000,50,2,4,14.983712370342376
123,9500000,62,3,9,21.965450425721176
124,26000000,77,2,7,13.158926839877667
125,20000000,64,3,4,6.564482106899154
126,9450000,64,2,12,24.33613891440042
127,7100000,58,2,5,31.505500505452964
128,4700000,19,1,1,16.283893078616412
129,5500000,37,1,3,31.073018617116883
130,23836800,62,2,38,10.060173488189893
131,14480000,64,3,1,14.23824159430411
132,35897600,79,2,29,10.894969963221156
133,10423970,37,2,14,21.058957935821685
134,18300000,40,1,4,5.698447192077534
135,21600000,61,3,8,4.240925358587473
136,7999000,21,1,23,12.288919378842213
137,30384875,84,3,2,8.382181234011131
138,9890000,32,1,7,15.574185546960253
139,12750000,40,1,14,22.54235097387859
140,28745640,76,3,8,6.395157393033311
141,14400000,41,2,4,13.008328842077082
142,12300000,64,2,10,23.7032057735976
143,16500000,72,2,3,22.093059006886747
144,7800000,30,1,2,10.897963010041197
145,7037000,18,1,2,10.023343662376233
146,10099999,35,1,2,21.328192496267118
147,49900000,87,3,14,9.579450457910882
148,5550000,23,1,7,25.373507944675417
149,13169486,37,2,19,12.373767548140416
150,32000000,48,1,11,2.7489148486055854
151,158000000,250,5,1,2.351420873961996
152,22000000,54,2,1,4.783160070114851
153,12081480,25,1,38,10.965262342728414
154,8200000,65,2,6,25.551164574321128
155,8950000,53,2,16,22.115946359165164
156,28215000,51,2,2,2.821446325356191
157,20800000,69,3,6,5.282719398545055
158,13900000,32,1,4,4.1757837428188935
159,9701054,36,1,15,23.61177792911573
160,41565498,72,2,25,5.9416484013762565
161,9836852,39,1,23,23.563340660550637
162,9851047,25,1,20,10.965262342728414
163,22800000,78,3,13,13.698030264013735
164,25418400,45,1,37,7.268044089817428
165,10498999,41,2,2,23.903533085861444
166,15319646,63,3,18,19.1632221502254
167,11700000,60,2,6,19.104921693214884
168,13600000,44,2,3,7.810263753241034
169,9750000,25,1,5,6.476590543127038
170,42475952,99,3,11,7.268044089817428
171,11299000,65,2,13,18.03571363005149
172,10195464,36,1,15,21.058957935821685
173,120857100,116,3,12,10.717461358778937
174,14500000,53,1,4,20.791294404634073
175,11600000,38,1,9,22.695770675280563
176,89995000,106,4,6,3.2339582809988485
177,44900000,131,3,4,9.59909003602672
178,56012171,108,3,42,5.9416484013762565
179,7000000,40,2,5,24.128212358003
180,14700000,43,2,19,8.548530459196927
181,3600000,15,1,2,16.580623598687232
182,17093468,40,1,7,6.582791621763897
183,13750000,44,2,1,14.521999071292402
184,37157500,83,2,3,13.941166470578208
185,17100000,56,2,14,14.969957974513928
186,11799000,45,2,5,14.553595389390289
187,125000000,174,4,13,3.047095362057727
188,6950000,30,1,14,22.521604576713308
189,49000000,95,3,18,4.887615629286754
190,18845624,35,1,20,6.248128900048012
191,21999000,85,3,4,11.095410069610812
192,11646180,36,1,16,5.921962214751784
193,35000000,98,3,8,8.672410565283524
194,26618127,80,3,26,5.931000551443404
195,24227325,65,2,43,5.113255089717358
196,10999999,31,1,3,18.491467267227684
197,19200000,79,3,3,9.99069610006641
198,13500000,63,2,2,24.48329185902857
199,14979800,62,2,9,22.20368383948528
200,18838804,64,2,5,7.002556407019204
201,23300000,56,2,7,10.250833660236665
202,26947528,50,1,13,5.9416484013762565
203,11173658,40,2,10,22.75121052411823
204,9850000,76,3,13,30.470619015392938
205,6000000,42,2,2,30.482344674557222
206,14450000,42,1,4,13.38627168971478
207,10250000,25,1,3,6.488966210538352
208,14950000,34,1,32,12.81334299981438
209,64125027,84,3,22,6.457508609037199
210,9600000,76,2,15,27.31314073248593
211,39999999,76,3,4,3.8031528842509448
212,26000000,72,3,2,7.03643858683295
213,6699000,19,1,8,10.90673084285438
214,22000000,51,2,13,15.359346610484057
215,48232400,117,3,20,5.6887959246421005
216,39000000,84,3,32,10.254033064808217
217,12800000,70,2,8,23.085470581759814
218,5200000,29,1,1,30.677284422338
219,21000000,105,3,15,22.479877711988937
220,181408800,263,5,4,2.0708503921238757
221,75000000,100,3,30,6.372148730801347
222,3900000,19,1,25,24.431548530679464
223,20244900,58,2,29,5.921962214751784
224,8711645,72,3,12,30.75717172906172
225,4500000,31,1,1,21.457555159036637
226,11689742,45,2,25,23.61177792911573
227,15970240,38,2,20,10.389217506841522
228,67499999,112,3,5,14.264813744872425
229,11200000,45,1,8,16.655745487540162
230,8553702,24,1,23,8.08061822592835
231,65000000,141,4,3,8.095585122493162
232,160000000,165,5,3,1.6206821011283878
233,9590000,56,2,7,29.438818761172243
234,85000000,219,6,20,9.319607665659165
235,16499000,51,2,11,11.200858354106042
236,49473264,97,3,10,5.9416484013762565
237,8100000,44,1,14,18.429408452382834
238,115949118,175,6,9,4.130494994088389
239,8000000,54,2,17,31.695831609433196
240,12000000,64,2,21,19.30966436205795
241,13500000,44,1,8,13.379359322657269
242,7500000,44,2,3,24.05638203621579
243,8650000,50,2,5,22.101882415161295
244,6900000,35,1,10,21.14211502858272
245,18688892,45,1,3,7.857356210804698
246,8200000,55,2,3,25.023755225659137
247,97476995,92,2,3,1.5319655466889277
248,10900000,55,2,7,22.090453895928825
249,14700000,55,2,2,19.413486988294885
250,12503895,50,3,9,25.87822732065419
251,18770000,35,1,23,7.585774055276078
252,7871621,29,1,4,5.426831040820094
253,16630480,37,1,7,4.794236826071675
254,115000000,219,5,14,7.19579312648592
255,13000000,43,1,19,21.869726426095617
256,6900000,20,1,2,4.870270892800728
257,31500000,84,3,13,11.043133204442322
258,6700000,16,1,2,5.013685199662234
259,11990000,39,2,23,12.51568365582373
260,29800000,72,3,10,10.202543507743062
261,11500000,80,3,14,22.400611469861467
262,10807314,41,1,4,8.790612888806896
263,30807000,94,3,16,9.631244191030857
264,27450000,46,1,5,9.214062835467917
265,15800000,58,2,15,10.184841703733133
266,27786732,61,2,7,6.629826519636335
267,16448947,64,3,7,20.91248549988625
268,13032732,56,2,17,25.87822732065419
269,33500000,78,3,3,6.420751190615016
270,9300000,38,1,5,18.020749266033427
271,5900000,32,1,2,22.631275803096912
272,7919590,62,2,16,29.40162540846534
273,68688000,162,4,9,11.19221665583734
274,5550000,15,1,1,6.567655302696701
275,10995000,38,1,3,17.438536098792778
276,22500000,115,4,2,20.933029028853365
277,8700000,37,1,7,27.60124563584665
278,16666650,46,2,7,11.692509594198537
279,5450000,45,2,4,30.250501523538496
280,18800000,54,2,16,5.295074757554726
281,14736885,56,2,33,6.530564620141307
282,14300000,54,2,2,11.227362842809931
283,12000000,36,2,9,13.333360578109527
284,9600000,44,2,1,22.507185067349614
285,13576974,52,2,9,21.065363988807835
286,6310054,42,1,15,30.75717172906172
287,35315806,81,3,2,4.13747511212787
288,19000000,66,2,15,14.65622193291286
289,20600000,101,3,17,15.698973267234635
290,12762140,55,2,25,23.520881781775792
291,24100000,72,3,5,5.193553636930976
292,18000000,63,3,7,15.144466457912706
293,22650000,50,2,9,12.006654609858936
294,11499000,40,1,11,12.553116892180709
295,12353041,37,1,17,5.6569646748377735
296,22000000,131,3,13,23.545590162653237
297,9500000,36,1,18,6.57135783290964
298,25500000,75,3,3,12.590314564657357
299,9900000,74,3,3,22.515815248604838
300,9365544,44,2,3,19.64494703361386
301,57473999,101,3,13,3.918591869256118
302,9329717,24,1,22,7.11584457765744
303,36000000,133,5,3,12.656046946863317
304,8500000,53,1,6,17.631181761972492
305,8700000,41,1,10,17.542991105462185
306,38000000,81,3,12,5.061966972223871
307,7500000,58,2,6,23.083322241545194
308,4100000,23,1,6,28.88255412407555
309,12000000,44,2,9,6.536445627684055
310,33100000,80,3,8,5.6887959246421005
311,17850000,53,1,10,13.225318818659817
312,14314830,37,1,37,15.25542703370679
313,10350000,51,2,10,25.225335265765388
314,11800000,36,1,2,6.982816157101253
315,8617137,23,1,12,15.059013105442165
316,60119000,79,2,15,2.7489148486055854
317,32000000,92,3,18,7.88738128111995
318,7988437,23,1,9,23.183401274346
319,9350000,49,2,9,23.35452613065683
320,12550000,44,2,3,13.10233679788624
321,15200000,41,1,18,8.68425482306723
322,10700000,39,1,10,13.001756545138319
323,12568248,55,2,10,19.620362463673874
324,10384300,42,2,14,13.080030440969173
325,10890000,80,3,18,20.331282344266405
326,38028477,47,2,37,6.457508609037199
327,249799917,486,6,3,2.351420873961996
328,14601001,67,2,6,14.515449737897672
329,17100000,54,2,11,14.969957974513928
330,110000000,214,5,4,10.314848340274256
331,7200000,32,1,6,22.521604576713308
332,16401600,80,3,4,31.43190373009136
333,28856100,63,2,30,11.19221665583734
334,13750000,56,3,2,10.324320312330883
335,6999999,41,1,2,30.032012299528926
336,18392100,60,3,9,10.763377148437833
337,57049920,130,4,42,10.894969963221156
338,20900000,40,1,4,10.427744129274913
339,9300000,55,1,4,18.21136520262502
340,12800000,38,1,19,18.493280343652675
341,8743128,35,1,15,18.369798839256287
342,9000000,54,2,13,19.36081604663575
343,202016839,261,5,3,1.1672720110319423
344,6400000,35,1,9,23.19349023954286
345,12387507,42,2,2,21.16986143248008
346,8650000,63,2,4,26.377026923981717
347,33455445,47,2,17,6.466190195058335
348,17500000,40,1,40,6.718793715457834
349,7999999,21,1,5,8.51447556471596
350,15900000,60,2,7,12.942494966806828
351,12800000,58,2,22,21.43808700313961
352,32000000,62,1,18,10.07935417124405
353,13000000,68,3,4,16.79368529291042
354,8802680,35,1,10,19.64494703361386
355,12328420,32,1,15,21.304812385049978
356,14180000,51,2,5,13.701517396031543
357,4750000,26,1,1,19.514808184599033
358,6299000,38,1,6,30.397946360904356
359,10700000,62,2,7,22.041291051499048
360,24924000,67,2,19,18.279141548805526
361,22500000,59,2,8,8.76705889339508
362,21900000,74,3,2,9.849818602750734
363,7300000,40,1,1,24.92690782720131
364,11000000,62,2,14,20.68679265281896
365,11746790,25,1,19,10.965262342728414
366,32800000,103,3,3,7.476040056622692
367,11000000,30,1,2,13.957696121836978
368,14213880,87,3,16,22.592241664095578
369,26300000,78,3,8,6.1868638575249415
370,26672380,63,2,38,12.151310082603274
371,9500000,44,2,8,18.90493280792451
372,29748862,55,2,25,3.8523291022491364
373,29700000,43,2,2,1.397167620010597
374,4950000,41,2,2,29.40686832547871
375,14000000,76,3,22,19.57870032152317
376,10500000,60,3,3,27.423685126560244
377,18569050,55,2,26,10.389217506841522
378,6100000,35,1,12,29.899806742797637
379,17900000,38,1,16,13.204094568976188
380,36698524,77,2,10,5.9416484013762565
381,31800000,83,3,16,13.438236301175607
382,8200000,55,2,13,23.158749654109315
383,92000000,95,2,5,1.554655121957552
384,14086000,50,2,7,12.165892395528676
385,145000000,194,4,3,8.257976711213189
386,61899000,114,3,3,9.214062835467917
387,13000000,36,1,7,5.165923396589593
388,75000000,150,3,5,2.1519411214966206
389,10700000,24,1,5,5.327347515784484
390,13196700,39,1,25,11.773983539488764
391,15992158,58,2,5,17.236892971955342
392,19500000,71,2,4,4.876868402383708
393,13026200,38,1,26,11.773983539488764
394,11250000,47,2,2,24.885970174633062
395,15279672,56,2,11,15.775966654346231
396,13500000,39,2,6,13.886627949261001
397,7990000,42,1,5,19.31011944566637
398,22800000,76,3,13,23.309021159841834
399,93000000,205,5,2,0.7905599449834807
400,10700000,50,2,1,21.798685501805306
401,10800000,32,1,18,21.311789343163902
402,44239084,83,2,9,9.423935981790052
403,33000000,67,3,3,6.6452718863756965
404,6300000,32,1,8,21.734668859997054
405,78700000,138,4,30,6.552431775181489
406,9459810,27,1,4,10.763377148437833
407,12800000,62,3,11,13.590070151742047
408,4900000,39,1,16,29.262849084005715
409,8600000,35,1,1,12.865784980570435
410,11700000,34,1,8,14.859207981271851
411,12500000,58,3,6,10.247856440631502
412,16700000,65,3,10,12.89186988901295
413,29113740,90,3,8,15.850906701532093
414,12200000,44,2,2,11.107392228085999
415,27500000,51,2,14,9.689648538623997
416,59990000,180,3,4,10.973430961429939
417,17950000,41,1,26,12.39793592310734
418,28171100,41,1,20,10.76267500835547
419,124988377,133,2,4,1.8440792101601478
420,17600000,100,3,14,23.76692155808236
421,26359667,68,3,27,12.221342868626188
422,5800000,30,1,5,25.359883400224476
423,51990000,158,5,6,9.111852770848072
424,120000000,236,6,7,24.760505388068964
425,15200000,75,3,6,25.12753098410952
426,26851720,47,2,42,5.824393043984388
427,8250000,25,1,14,20.857426454892746
428,35207893,66,2,3,9.423935981790052
429,18306120,39,1,22,4.794236826071675
430,33258280,75,2,5,2.1303965327996868
431,7500000,34,1,15,19.485288447578416
432,5500000,36,1,2,25.3263739537808
433,10181393,33,1,20,8.226950114961134
434,3300000,11,1,1,15.416460163038149
435,6600000,33,1,6,22.955657348972455
436,28700000,68,2,2,5.966410874540609
437,5650000,30,1,4,18.727949260015667
438,12990000,60,3,7,13.759117865442146
439,10000000,42,1,3,17.17489123907667
440,5250000,19,1,2,19.486966973481408
441,36499000,67,2,2,5.933059402965845
442,13000000,52,1,2,16.207671521701947
443,21699000,60,2,11,17.72484457567949
444,4350000,19,1,1,16.744822896161967
445,24099600,76,3,6,6.333680773274695
446,129000000,220,5,3,3.254029827044283
447,43514580,68,3,13,8.399152746317329
448,3200000,12,1,2,16.732825757588675
449,20560000,43,1,17,7.585774055276078
450,12200000,44,2,3,12.825342458589741
451,3650000,22,1,1,27.156899849916833
452,18500000,41,2,9,4.3789147087323625
453,185000000,178,4,13,2.3349721817371734
454,6950000,48,2,5,23.457517168577354
455,17439368,69,2,20,12.82797524709236
456,32461200,71,2,2,7.268044089817428
457,15007420,43,1,9,15.25542703370679
458,24500000,94,3,5,12.390754518666574
459,10000000,29,1,2,13.36477716028851
460,14795211,62,3,14,21.058957935821685
461,9759506,40,2,7,5.426831040820094
462,72600000,132,3,15,3.6308755953644147
463,5700000,33,1,1,31.337310179710265
464,11010092,35,1,21,5.426831040820094
465,10000000,63,3,4,27.987646922486224
466,11599971,36,2,23,8.347805528999702
467,15500000,89,3,10,29.85302363207595
468,28000000,43,1,4,4.4761548983388275
469,14000000,69,2,17,19.4506465196333
470,32500000,73,2,10,7.585774055276078
471,16500000,57,2,2,14.007839519600722
472,14538982,49,2,13,20.98820086381525
473,7990000,53,3,1,18.561634841120146
474,104400000,93,3,12,4.199046003111468
475,23909600,76,3,4,6.420914905324174
476,21610808,98,4,13,21.09309682050629
477,5600000,46,2,4,21.901076293509252
478,26991402,93,2,7,5.871534176056045
479,9200000,38,1,34,19.486966973481408
480,35988969,61,2,7,5.277523644629429
481,18900000,104,3,10,17.778149671369533
482,5400000,34,1,5,26.05715873367576
483,14633448,61,3,13,22.57595998170105
484,7490000,38,1,17,27.588009282963032
485,12219820,59,2,10,20.535338076504882
486,133033120,160,4,3,2.197819706253264
487,17500000,47,2,4,2.7582708383457697
488,17311902,69,3,4,20.49252380520371
489,15000000,77,2,8,18.389917940780155
490,12000000,60,2,6,20.3829677051433
491,17015077,44,2,2,5.140008531175057
492,42000000,113,3,6,8.559143253356126
493,7284401,20,1,24,8.347805528999702
494,30450000,94,4,6,10.380521029923948
495,15900000,91,3,11,24.67002985163734
496,19322707,65,2,5,11.151015843893012
497,23500000,62,2,5,5.593086181751096
498,9587970,39,1,9,16.636885317883888
499,144888783,200,5,4,2.6379524574497877
500,12009480,34,1,6,11.102183345590383
501,140000000,255,4,37,8.09095889111928
502,15700000,64,2,13,22.852811067205195
503,427325330,363,6,9,2.512021706293534
504,104333916,153,5,22,6.457508609037199
505,19983320,41,1,5,7.268044089817428
506,14700000,49,3,3,7.432341210549955
507,12700000,44,2,2,10.091569814744412
508,13150000,35,1,14,5.900159003870776
509,18734235,57,2,13,5.921962214751784
510,4600601,23,1,6,23.195025424479674
511,31000000,78,3,11,5.874160949697159
512,12500000,68,3,13,26.66384073568146
513,47133964,77,2,38,5.1495854213403
514,7300000,43,1,12,28.851996949918078
515,178951989,175,3,13,2.654139786203332
516,7411510,37,1,5,19.48555150170208
517,10800000,42,2,8,24.592865424338758
518,28515994,59,2,14,6.2801500514217485
519,15099999,55,2,5,7.7071697462083275
520,85000000,170,1,7,2.563439690704118
521,12500000,70,3,18,24.352001769291366
522,14812720,42,2,22,10.361990670609805
523,34035976,98,3,13,7.433970884921479
524,13900000,64,3,9,16.89012426696722
525,11500000,31,1,2,9.446974232043207
526,95000000,214,3,3,7.8095059090698635
527,29000000,94,3,8,7.5733160308866205
528,16500000,50,2,3,5.203103338227542
529,13921600,45,1,19,11.773983539488764
530,11990000,59,2,6,21.405755419289207
531,11687380,31,1,24,10.763377148437833
532,92000000,260,5,6,1.943873646576458
533,14300000,57,2,20,18.336319211966803
534,30500000,106,3,11,14.344216481386395
535,41671820,73,2,7,5.1495854213403
536,16786440,47,2,6,6.333680773274695
537,21142336,73,4,12,21.304812385049978
538,13056825,36,1,21,12.804481914625129
539,70000000,126,4,10,6.475975861449888
540,28000000,95,3,3,7.984838499467178
541,4900000,19,1,7,24.53681566487961
542,20500000,41,1,12,5.517970812618323
543,9500000,37,1,12,16.354713117279623
544,45000000,133,4,4,4.995557581087938
545,10300000,33,1,12,18.759228701909336
546,158000000,234,5,8,3.0688730419388213
547,29830000,58,2,26,6.388469167304012
548,8700000,32,1,22,17.364211207740677
549,85000000,164,5,5,4.2235642334605865
550,21100000,45,1,13,7.585774055276078
551,17388224,74,3,5,21.16986143248008
552,6700000,29,1,15,19.22019178676435
553,33500000,75,3,21,5.165215295624284
554,7499000,46,1,2,25.639267597017227
555,13808860,30,1,20,10.965262342728414
556,20800000,75,3,1,7.26585266700016
557,33500000,66,2,19,11.149488727891379
558,9800000,35,1,3,16.11183377926453
559,10608260,86,2,5,19.958345163348895
560,36324320,87,3,26,8.803161229465722
561,11300000,23,1,2,2.608712056284264
562,31128816,85,3,32,5.113255089717358
563,199900000,203,5,7,8.052831078374052
564,17237810,50,1,26,15.25542703370679
565,15704640,46,2,12,11.102183345590383
566,105520177,117,3,14,2.654139786203332
567,13800000,57,1,2,14.897769787270786
568,5500000,31,1,6,18.48680663836431
569,16127618,75,4,9,21.058957935821685
570,6550000,37,1,21,22.841876262892818
571,16963500,78,3,15,18.336319211966803
572,9693111,61,2,22,19.453363495494223
573,59999999,199,4,2,12.096976920067078
574,8426018,54,3,17,19.533462197595277
575,6310054,42,1,12,30.75717172906172
576,10244958,57,2,2,19.64494703361386
577,16823556,65,2,16,12.858689891226255
578,10049559,34,1,2,8.08061822592835
579,110000000,215,5,4,1.8987216439137509
580,12923097,61,3,3,23.520881781775792
581,9500000,45,1,14,20.6974795973565
582,18950000,76,3,2,10.862321384830738
583,8209131,19,1,12,20.91248549988625
584,9857040,61,3,19,22.841876262892818
585,11736900,48,1,5,20.084476418431418
586,32500000,120,3,2,8.388394094064267
587,75000000,100,3,11,6.372148730801347
588,10500000,43,2,2,13.260557327050071
589,4900000,30,1,3,30.573031669317608
590,16798000,52,2,17,20.18465636606722
591,13185600,49,1,2,11.495963075760818
592,15084248,56,2,9,8.347805528999702
593,19600000,66,2,8,12.222497694871889
594,23700000,57,2,10,9.446245565995847
595,21500000,82,3,8,14.043005188348356
596,56000000,147,5,14,6.265323526572503
597,12990000,94,3,4,22.790951141928836
598,125000000,170,4,4,2.7400059084127792
599,35000000,67,3,10,2.9690219964286464
600,12889730,41,1,14,10.763377148437833
601,16700000,60,2,1,9.100757440761658
602,6218244,37,1,18,23.047884073195434
603,6350000,39,1,2,24.54787060938158
604,13400000,52,2,3,11.344826767134753
605,23700000,62,2,5,5.593086181751096
606,13700000,52,2,11,14.324068679290109
607,33535500,84,2,2,13.941166470578208
608,8000000,48,2,4,31.544891075306836
609,60900000,100,4,5,8.339016754386787
610,15100000,50,2,11,11.176980519564678
611,17900000,58,2,5,6.901156166384658
612,10700000,35,1,11,20.551238136543954
613,16200000,84,3,10,17.631181761972492
614,47000000,107,3,5,7.369293918363367
615,24500000,79,3,6,4.337501655533251
616,19300000,59,3,3,2.626467681101813
617,18190000,37,1,3,7.585774055276078
618,8800000,27,1,10,13.518690365983336
619,19500000,94,3,15,23.998258670273586
620,10500000,62,3,8,22.19604177306755
621,84900000,90,2,5,3.9708783978885647
622,9124200,27,1,10,9.888315181360644
623,7500000,54,2,14,22.6308923820171
624,6876221,35,2,21,19.533462197595277
625,29683311,81,3,5,5.140008531175057
626,7200000,30,1,7,25.182963867053182
627,7658871,22,1,12,23.520881781775792
628,16233126,59,3,6,21.16986143248008
629,11500000,36,2,2,10.333101122808833
630,9500000,37,1,1,15.321549120442231
631,45000000,55,3,16,1.53350653453363
632,7150000,52,1,4,29.03632225730543
633,15300000,61,4,7,16.307356758789023
634,5300000,43,2,5,25.491798270750493
635,11000000,37,1,18,19.300824498173196
636,23000000,81,3,9,11.197129466403307
637,14300000,37,1,8,5.6569646748377735
638,12500000,46,2,9,12.03063239992561
639,10400000,45,2,5,11.352267872714476
640,26422634,103,3,2,23.13388666088588
641,16900000,110,3,11,19.354465267889896
642,10321020,28,1,19,10.763377148437833
643,18350000,63,3,11,9.788047359664727
644,18406563,40,1,44,6.582791621763897
645,20451051,40,1,9,3.2338143827920307
646,22800000,68,2,11,4.962928953600527
647,48044052,98,3,25,6.6452718863756965
648,8000000,49,1,16,26.37383720030837
649,13900000,44,1,6,16.402653105650135
650,6500000,52,2,4,25.286397051021954
651,9200000,36,1,4,17.243717086972524
652,12750000,81,3,12,19.3274620989654
653,13490000,80,3,21,21.940744608381934
654,15000000,44,2,16,10.215397870449133
655,20000000,82,3,4,12.927637766680967
656,8700000,39,1,12,19.819183408368854
657,19080392,41,1,52,6.629826519636335
658,37232540,82,2,49,5.6200171006388855
659,5100000,23,1,10,23.92408019632143
660,6316160,20,1,13,8.850279734494173
661,24800000,59,1,9,7.313160635814454
662,15000000,58,3,8,9.319163955748518
663,47000000,127,4,4,13.991120047920758
664,241878400,272,1,13,5.702703690029466
665,4800000,25,1,9,24.56602181421721
666,54969416,108,3,15,6.5528494542729
667,7915800,27,1,9,21.986481109749974
668,21790000,37,1,24,7.585774055276078
669,42700000,61,2,7,6.563409029260363
670,5600000,19,1,1,7.04522487249289
671,7900000,42,2,20,31.716042799881812
672,15650000,74,3,3,23.9554478279227
673,16000000,75,3,10,20.746471178304915
674,6400000,34,1,4,25.94794699258062
675,66800000,99,3,3,3.1523556541953743
676,5500000,28,1,5,28.74437131211189
677,18994500,40,2,27,11.54805578697528
678,16289299,40,2,25,7.889486188793503
679,13490000,40,1,2,21.869726426095617
680,11499000,44,2,7,15.210126808075735
681,13750000,70,2,6,25.227020198959448
682,18280340,79,3,31,6.530564620141307
683,120680000,126,3,28,7.585774055276078
684,5500000,33,1,11,27.682889754468068
685,12990000,40,1,14,10.424736038917894
686,14000000,40,1,17,19.587393801164918
687,33000000,68,3,9,2.5036286625599726
688,28000000,75,3,15,6.796453782347398
689,58450000,167,4,26,3.249457737580916
690,7279826,20,1,24,8.08061822592835
691,19913300,47,1,23,10.965262342728414
692,10000000,46,2,3,15.455938744910728
693,26000276,105,3,11,9.314796711968446
694,40000000,100,3,2,18.27524861521077
695,7080314,22,1,4,23.563340660550637
